Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
3,3,1,2,no,yes,hadoop,poor,medium,networks,system developer,SAaS services,no,Management,hard worker,no,yes,Software Developer
7,3,8,7,yes,no,shell programming,excellent,excellent,IOT,cloud computing,Finance,yes,Technical,hard worker,yes,yes,Software Developer
1,1,6,7,yes,no,distro making,medium,poor,data engineering,testing,SAaS services,yes,Technical,smart worker,yes,yes,Software Developer
4,1,8,5,no,yes,python,poor,poor,programming,system developer,SAaS services,yes,Technical,smart worker,yes,no,Software Developer
1,6,2,6,yes,no,python,poor,poor,Management,developer,Product based,yes,Management,hard worker,yes,yes,Software Developer
8,1,5,8,no,yes,python,excellent,excellent,hacking,testing,Service Based,yes,Technical,hard worker,no,no,Software Developer
5,3,7,5,yes,yes,app development,excellent,poor,data engineering,security,Web Services,yes,Management,smart worker,yes,no,Software Developer
2,1,3,2,yes,yes,distro making,medium,poor,networks,testing,Web Services,yes,Management,smart worker,no,no,Software Developer
9,6,5,8,yes,yes,app development,medium,poor,parallel computing,developer,Finance,yes,Technical,smart worker,yes,no,Software Developer
3,3,1,2,yes,no,python,excellent,medium,Software Engineering,cloud computing,Testing and Maintainance Services,no,Management,smart worker,no,no,Software Developer
4,1,7,7,no,yes,machine learning,excellent,medium,hacking,testing,product development,yes,Management,smart worker,no,yes,Software Developer
5,0,8,4,yes,yes,shell programming,medium,medium,Computer Architecture,Business process analyst,Cloud Services,no,Technical,hard worker,no,no,Software Developer
9,2,2,2,yes,yes,machine learning,excellent,poor,networks,testing,Product based,yes,Management,hard worker,yes,yes,Software Developer
7,6,7,8,no,no,shell programming,excellent,medium,Software Engineering,cloud computing,Testing and Maintainance Services,no,Management,smart worker,no,yes,Software Developer
8,3,2,7,yes,yes,shell programming,excellent,medium,hacking,system developer,product development,yes,Technical,hard worker,yes,yes,Software Developer
5,1,8,6,no,no,app development,poor,medium,parallel computing,Business process analyst,Finance,no,Management,hard worker,no,yes,Software Developer
9,5,2,4,yes,no,machine learning,medium,medium,cloud computing domain,security,Sales and Marketing,no,Management,hard worker,yes,yes,Software Developer
5,4,6,6,yes,yes,distro making,poor,excellent,networks,Business process analyst,Finance,yes,Technical,hard worker,yes,no,Software Developer
7,0,9,1,no,yes,r programming,poor,poor,parallel computing,system developer,Web Services,yes,Technical,hard worker,no,no,Software Developer
4,6,3,3,no,yes,full stack,medium,excellent,data engineering,Business process analyst,BPA,yes,Management,hard worker,yes,yes,Software Developer
3,1,7,7,no,no,information security,excellent,excellent,cloud computing domain,testing,Cloud Services,yes,Management,hard worker,no,yes,Software Developer
2,6,6,5,yes,yes,full stack,medium,excellent,IOT,system developer,Finance,no,Technical,smart worker,no,yes,Software Developer
1,4,2,1,yes,no,distro making,poor,medium,cloud computing domain,testing,Testing and Maintainance Services,yes,Technical,smart worker,no,yes,Software Developer
3,4,6,5,yes,no,information security,excellent,poor,hacking,system developer,Service Based,no,Technical,hard worker,yes,no,Software Developer
9,6,1,4,no,no,r programming,medium,poor,Management,system developer,Finance,no,Technical,hard worker,no,yes,Software Developer
8,0,7,8,no,yes,python,excellent,medium,parallel computing,testing,SAaS services,yes,Technical,smart worker,yes,no,Software Developer
9,3,4,7,yes,yes,machine learning,excellent,excellent,Management,cloud computing,Finance,no,Technical,smart worker,yes,yes,Software Developer
7,6,4,7,yes,no,shell programming,poor,excellent,cloud computing domain,cloud computing,Cloud Services,no,Management,hard worker,no,yes,Software Developer
7,5,9,2,no,no,distro making,medium,poor,Management,developer,Testing and Maintainance Services,yes,Management,hard worker,no,no,Software Developer
6,2,4,3,yes,no,machine learning,medium,excellent,Computer Architecture,cloud computing,Finance,yes,Management,hard worker,yes,no,Software Developer
5,3,6,4,no,no,machine learning,poor,medium,hacking,security,BPA,yes,Technical,hard worker,yes,no,Software Developer
7,1,4,6,no,no,full stack,excellent,excellent,Software Engineering,system developer,SAaS services,yes,Management,hard worker,no,yes,Software Developer
6,3,4,5,yes,no,full stack,excellent,medium,Software Engineering,cloud computing,Service Based,yes,Management,smart worker,no,no,Software Developer
3,2,7,8,no,no,full stack,poor,excellent,hacking,security,Testing and Maintainance Services,no,Management,hard worker,yes,yes,Software Developer
1,2,9,1,yes,yes,python,medium,medium,parallel computing,system developer,Service Based,yes,Management,hard worker,yes,no,Software Developer
9,1,5,7,no,no,hadoop,excellent,excellent,Computer Architecture,security,Web Services,no,Technical,smart worker,yes,no,Software Developer
5,3,4,8,yes,no,information security,medium,poor,cloud computing domain,cloud computing,Testing and Maintainance Services,no,Management,smart worker,yes,yes,Software Developer
6,3,5,6,yes,no,app development,excellent,excellent,networks,testing,Web Services,no,Technical,smart worker,no,no,Software Developer
3,1,5,8,no,yes,r programming,medium,poor,Software Engineering,system developer,BPA,no,Management,smart worker,yes,yes,Software Developer
8,4,2,6,no,yes,hadoop,excellent,excellent,parallel computing,developer,Finance,yes,Management,hard worker,yes,yes,Software Developer
5,0,9,8,no,no,hadoop,excellent,poor,Management,security,Testing and Maintainance Services,no,Management,hard worker,yes,yes,Software Developer
7,5,1,8,yes,yes,distro making,poor,medium,data engineering,cloud computing,Testing and Maintainance Services,yes,Management,smart worker,yes,yes,Software Developer
6,0,7,7,yes,no,full stack,excellent,medium,hacking,testing,Finance,yes,Management,smart worker,no,no,Software Developer
7,5,9,7,no,no,machine learning,poor,excellent,IOT,cloud computing,Service Based,yes,Management,hard worker,yes,yes,Software Developer
7,4,9,9,no,no,hadoop,excellent,excellent,data engineering,cloud computing,Cloud Services,yes,Technical,smart worker,no,yes,Software Developer
6,1,9,8,yes,no,machine learning,medium,excellent,Management,cloud computing,Service Based,yes,Technical,hard worker,no,yes,Software Developer
4,2,1,5,no,no,r programming,poor,poor,programming,security,SAaS services,no,Management,smart worker,no,yes,Software Developer
4,3,2,2,yes,yes,app development,excellent,poor,networks,Business process analyst,product development,no,Technical,hard worker,yes,no,Software Developer
7,3,3,8,no,no,hadoop,medium,medium,Computer Architecture,testing,product development,no,Management,smart worker,no,no,Software Developer
3,5,4,6,yes,yes,r programming,poor,medium,networks,Business process analyst,Cloud Services,yes,Management,smart worker,yes,yes,Software Developer
5,0,4,6,yes,yes,app development,poor,poor,programming,security,Product based,yes,Management,hard worker,yes,yes,Software Developer
3,1,8,5,yes,no,machine learning,medium,medium,data engineering,cloud computing,product development,yes,Technical,smart worker,yes,no,Software Developer
8,5,2,8,no,yes,hadoop,excellent,excellent,networks,testing,Product based,no,Management,hard worker,yes,no,Software Developer
8,1,9,8,no,no,distro making,medium,poor,cloud computing domain,cloud computing,Sales and Marketing,yes,Technical,smart worker,yes,no,Software Developer
7,3,9,8,yes,no,hadoop,excellent,poor,Management,Business process analyst,Sales and Marketing,no,Technical,hard worker,no,yes,Software Developer
4,5,4,7,yes,yes,information security,medium,poor,Computer Architecture,testing,Product based,no,Management,smart worker,yes,no,Software Developer
7,2,9,9,yes,no,app development,poor,excellent,Software Engineering,Business process analyst,Testing and Maintainance Services,no,Technical,hard worker,yes,no,Software Developer
9,5,5,6,no,yes,full stack,excellent,poor,hacking,developer,SAaS services,no,Technical,hard worker,yes,no,Software Developer
3,4,6,3,no,yes,distro making,medium,poor,Management,testing,Web Services,no,Management,smart worker,no,yes,Software Developer
7,4,2,2,yes,no,r programming,excellent,poor,cloud computing domain,developer,product development,no,Management,hard worker,no,yes,Software Developer
5,6,3,6,yes,yes,shell programming,medium,excellent,parallel computing,Business process analyst,Sales and Marketing,yes,Management,hard worker,no,yes,Software Developer
6,4,6,1,yes,yes,distro making,medium,excellent,IOT,Business process analyst,BPA,yes,Technical,hard worker,yes,no,Software Developer
2,5,3,1,no,no,app development,medium,excellent,Software Engineering,cloud computing,Product based,yes,Technical,smart worker,yes,no,Software Developer
7,1,9,5,no,yes,information security,excellent,excellent,cloud computing domain,security,SAaS services,yes,Technical,smart worker,yes,no,Software Developer
2,0,1,7,no,no,machine learning,poor,excellent,IOT,developer,Finance,no,Management,smart worker,yes,yes,Software Developer
9,0,4,4,no,yes,hadoop,medium,poor,IOT,system developer,Testing and Maintainance Services,yes,Management,hard worker,yes,no,Software Developer
7,2,7,5,yes,yes,hadoop,poor,excellent,cloud computing domain,cloud computing,product development,no,Management,hard worker,yes,yes,Software Developer
2,1,8,8,yes,no,hadoop,excellent,excellent,programming,developer,Service Based,yes,Technical,smart worker,yes,yes,Software Developer
7,2,5,3,no,no,information security,excellent,medium,parallel computing,system developer,Finance,no,Technical,smart worker,yes,yes,Software Developer
7,4,7,9,yes,yes,distro making,medium,poor,cloud computing domain,security,product development,no,Management,hard worker,no,no,Software Developer
9,6,2,8,no,yes,full stack,medium,poor,Computer Architecture,cloud computing,Finance,yes,Technical,smart worker,no,yes,Software Developer
9,3,3,5,yes,no,machine learning,excellent,poor,networks,cloud computing,Service Based,yes,Technical,hard worker,no,no,Software Developer
3,2,5,2,no,yes,r programming,poor,poor,IOT,system developer,Cloud Services,yes,Management,smart worker,no,no,Software Developer
5,6,7,7,yes,yes,information security,excellent,poor,Software Engineering,Business process analyst,SAaS services,no,Technical,hard worker,no,yes,Software Developer
7,4,8,9,no,yes,machine learning,medium,excellent,Software Engineering,cloud computing,Testing and Maintainance Services,yes,Technical,hard worker,no,no,Software Developer
1,3,8,7,no,yes,shell programming,poor,excellent,parallel computing,developer,BPA,no,Technical,hard worker,yes,yes,Software Developer
1,4,1,2,no,yes,information security,poor,medium,networks,testing,Finance,yes,Management,smart worker,no,no,Software Developer
2,2,6,3,no,yes,python,medium,excellent,parallel computing,testing,Sales and Marketing,no,Technical,smart worker,no,no,Software Developer
9,6,1,8,yes,yes,full stack,poor,poor,parallel computing,Business process analyst,Finance,no,Technical,hard worker,no,no,Software Developer
2,0,9,4,no,yes,shell programming,medium,medium,Computer Architecture,system developer,Service Based,yes,Technical,hard worker,yes,yes,Software Developer
6,6,8,8,no,no,hadoop,poor,medium,Software Engineering,developer,Sales and Marketing,yes,Technical,hard worker,no,no,Software Developer
5,4,8,2,yes,yes,r programming,medium,medium,Computer Architecture,system developer,Service Based,yes,Technical,smart worker,yes,yes,Software Developer
2,4,1,3,yes,yes,machine learning,medium,excellent,programming,testing,Service Based,yes,Technical,smart worker,no,yes,Software Developer
3,1,7,5,yes,no,information security,medium,medium,programming,developer,BPA,yes,Management,hard worker,yes,yes,Software Developer
7,2,9,3,no,no,r programming,poor,excellent,IOT,cloud computing,product development,yes,Management,hard worker,yes,yes,Software Developer
4,1,1,3,yes,no,r programming,medium,poor,parallel computing,developer,Sales and Marketing,yes,Technical,smart worker,no,yes,Software Developer
6,0,9,3,yes,yes,r programming,medium,poor,Software Engineering,testing,BPA,no,Technical,hard worker,no,yes,Software Developer
7,2,1,1,yes,no,app development,excellent,excellent,programming,cloud computing,product development,no,Management,smart worker,yes,yes,Software Developer
2,4,4,6,no,no,information security,poor,excellent,data engineering,developer,SAaS services,yes,Management,smart worker,yes,yes,Software Developer
1,6,1,1,no,no,distro making,excellent,medium,cloud computing domain,security,Sales and Marketing,no,Technical,hard worker,yes,no,Software Developer
7,2,5,9,yes,no,distro making,medium,medium,IOT,testing,product development,yes,Technical,hard worker,yes,no,Software Developer
4,3,2,2,yes,no,r programming,poor,poor,programming,system developer,Testing and Maintainance Services,no,Management,hard worker,no,yes,Software Developer
2,4,4,2,yes,yes,information security,poor,medium,Software Engineering,security,Service Based,no,Technical,smart worker,no,yes,Software Developer
1,4,2,4,no,yes,app development,excellent,excellent,cloud computing domain,system developer,Testing and Maintainance Services,yes,Technical,smart worker,yes,yes,Software Developer
9,5,7,5,yes,yes,machine learning,excellent,poor,programming,Business process analyst,Testing and Maintainance Services,yes,Technical,hard worker,no,no,Software Developer
7,1,2,5,no,no,hadoop,excellent,excellent,data engineering,system developer,Finance,yes,Management,hard worker,yes,no,Software Developer
6,1,1,6,no,no,distro making,poor,medium,Software Engineering,system developer,Finance,no,Management,smart worker,yes,yes,Software Developer
1,6,1,8,no,yes,hadoop,poor,medium,programming,system developer,Cloud Services,no,Management,smart worker,yes,yes,Software Developer
6,3,7,7,yes,no,python,excellent,medium,data engineering,system developer,product development,no,Technical,smart worker,yes,no,Software Developer
1,0,6,7,yes,no,app development,medium,excellent,networks,security,Product based,no,Technical,hard worker,yes,no,Software Developer
7,1,6,7,no,no,hadoop,medium,poor,cloud computing domain,developer,Service Based,no,Technical,hard worker,yes,yes,Software Developer
4,6,4,1,yes,no,r programming,excellent,medium,Computer Architecture,testing,Web Services,no,Technical,hard worker,no,no,Software Developer
4,4,3,2,yes,no,shell programming,excellent,medium,programming,security,SAaS services,yes,Management,smart worker,yes,no,Software Developer
6,5,6,5,no,no,python,excellent,poor,cloud computing domain,testing,SAaS services,yes,Management,smart worker,yes,yes,Software Developer
4,0,7,3,no,yes,shell programming,medium,medium,data engineering,Business process analyst,Sales and Marketing,yes,Technical,smart worker,yes,no,Software Developer
8,0,9,9,yes,yes,app development,poor,medium,networks,Business process analyst,BPA,yes,Technical,smart worker,yes,no,Software Developer
9,5,8,9,no,no,shell programming,poor,medium,programming,cloud computing,Product based,no,Management,hard worker,yes,no,Software Developer
5,4,8,2,no,yes,distro making,excellent,poor,Software Engineering,developer,Web Services,no,Management,smart worker,yes,yes,Software Developer
8,2,4,6,no,yes,information security,medium,excellent,Management,developer,Cloud Services,yes,Management,hard worker,no,no,Software Developer
2,0,5,8,no,yes,machine learning,poor,poor,programming,security,Service Based,no,Management,smart worker,no,no,Software Developer
2,1,4,8,yes,yes,shell programming,poor,poor,Computer Architecture,Business process analyst,Cloud Services,no,Management,hard worker,no,no,Software Developer
5,2,1,3,yes,yes,app development,poor,excellent,hacking,system developer,Cloud Services,no,Management,hard worker,yes,yes,Software Developer
6,4,7,9,no,yes,app development,poor,excellent,cloud computing domain,testing,BPA,yes,Technical,smart worker,yes,no,Software Developer
5,3,8,4,no,no,r programming,medium,poor,Management,Business process analyst,SAaS services,no,Technical,smart worker,yes,no,Software Developer
3,1,8,7,no,no,distro making,excellent,medium,networks,security,Sales and Marketing,yes,Technical,smart worker,no,yes,Software Developer
6,1,7,8,no,yes,machine learning,excellent,poor,data engineering,developer,Sales and Marketing,yes,Technical,hard worker,no,no,Software Developer
4,3,4,2,yes,no,python,poor,excellent,Software Engineering,security,Product based,no,Management,hard worker,no,yes,Software Developer
7,1,1,5,yes,no,python,medium,excellent,parallel computing,developer,Product based,yes,Management,hard worker,no,yes,Software Developer
5,3,3,8,yes,no,information security,poor,medium,IOT,security,Product based,yes,Technical,smart worker,no,no,Software Developer
5,2,8,1,yes,no,r programming,medium,medium,hacking,security,Testing and Maintainance Services,yes,Technical,smart worker,yes,no,Software Developer
1,4,6,9,no,no,app development,poor,medium,Management,system developer,Finance,no,Technical,hard worker,no,no,Software Developer
9,6,6,8,yes,no,information security,poor,medium,Management,security,Cloud Services,yes,Technical,hard worker,no,yes,Software Developer
4,2,1,9,no,no,full stack,medium,excellent,IOT,Business process analyst,Testing and Maintainance Services,yes,Technical,hard worker,no,no,Software Developer
6,0,4,9,yes,no,machine learning,excellent,poor,IOT,developer,BPA,yes,Management,hard worker,yes,yes,Software Developer
5,3,9,3,no,yes,r programming,poor,medium,programming,cloud computing,Sales and Marketing,no,Management,hard worker,no,yes,Software Developer
1,5,1,6,no,no,distro making,poor,poor,data engineering,developer,Testing and Maintainance Services,no,Management,hard worker,yes,no,Software Developer
5,2,8,6,no,yes,hadoop,excellent,excellent,hacking,security,Product based,yes,Technical,hard worker,yes,yes,Software Developer
6,1,5,3,yes,yes,full stack,medium,excellent,hacking,security,Finance,no,Management,smart worker,no,yes,Software Developer
2,2,8,5,no,yes,python,excellent,poor,IOT,cloud computing,Cloud Services,no,Management,smart worker,no,no,Software Developer
4,4,9,8,yes,no,full stack,poor,poor,IOT,developer,SAaS services,no,Technical,smart worker,no,yes,Software Developer
1,2,5,2,yes,yes,full stack,poor,poor,IOT,system developer,Web Services,no,Technical,smart worker,no,yes,Software Developer
2,4,1,3,yes,no,machine learning,excellent,excellent,data engineering,developer,Sales and Marketing,yes,Management,smart worker,yes,yes,Software Developer
4,2,6,5,no,no,python,medium,poor,cloud computing domain,developer,Cloud Services,yes,Technical,smart worker,yes,yes,Software Developer
1,0,1,9,yes,yes,app development,poor,medium,cloud computing domain,testing,BPA,no,Management,smart worker,yes,no,Software Developer
7,3,4,5,yes,no,full stack,poor,medium,Computer Architecture,system developer,Testing and Maintainance Services,yes,Management,hard worker,no,no,Software Developer
8,2,8,5,yes,yes,r programming,excellent,poor,Management,testing,Finance,yes,Technical,hard worker,yes,yes,Software Developer
4,2,2,9,yes,no,machine learning,excellent,medium,data engineering,developer,Finance,no,Technical,hard worker,no,yes,Software Developer
2,4,1,2,no,no,python,excellent,excellent,IOT,testing,product development,no,Management,smart worker,yes,yes,Software Developer
6,0,6,7,no,yes,python,medium,medium,parallel computing,system developer,Product based,no,Technical,smart worker,yes,no,Software Developer
1,5,8,3,yes,yes,hadoop,poor,excellent,Computer Architecture,security,Sales and Marketing,no,Management,smart worker,yes,yes,Software Developer
2,1,1,4,yes,no,machine learning,medium,poor,IOT,cloud computing,Cloud Services,yes,Technical,smart worker,no,no,Software Developer
1,5,4,9,no,no,information security,excellent,poor,cloud computing domain,developer,Testing and Maintainance Services,no,Management,smart worker,yes,no,Software Developer
5,5,9,3,no,yes,python,poor,medium,IOT,testing,Testing and Maintainance Services,no,Management,hard worker,yes,no,Software Developer
6,5,6,4,yes,no,distro making,excellent,excellent,Management,Business process analyst,Service Based,no,Management,hard worker,yes,no,Software Developer
5,5,8,6,no,no,app development,medium,poor,data engineering,security,Web Services,yes,Management,hard worker,no,no,Software Developer
6,4,3,9,yes,no,app development,medium,poor,parallel computing,system developer,Product based,no,Management,hard worker,yes,no,Software Developer
3,2,5,6,no,yes,hadoop,excellent,medium,programming,Business process analyst,SAaS services,yes,Technical,smart worker,yes,yes,Software Developer
8,5,5,1,no,no,information security,poor,medium,networks,security,SAaS services,yes,Technical,hard worker,no,no,Software Developer
1,1,5,3,no,yes,shell programming,medium,excellent,Management,testing,Product based,yes,Management,smart worker,no,no,Software Developer
4,6,1,7,yes,no,full stack,excellent,poor,hacking,cloud computing,Cloud Services,no,Technical,smart worker,yes,no,Software Developer
4,3,2,8,no,yes,distro making,medium,excellent,cloud computing domain,security,Finance,yes,Technical,smart worker,yes,yes,Software Developer
4,3,4,4,yes,no,distro making,medium,medium,IOT,developer,Product based,yes,Technical,hard worker,yes,no,Software Developer
3,5,2,6,yes,yes,information security,excellent,medium,cloud computing domain,security,Testing and Maintainance Services,no,Management,smart worker,no,no,Software Developer
3,6,5,2,no,no,python,poor,poor,hacking,testing,Web Services,yes,Technical,hard worker,no,yes,Software Developer
6,4,5,4,no,yes,python,excellent,excellent,cloud computing domain,developer,Cloud Services,no,Technical,smart worker,no,yes,Software Developer
5,5,5,3,no,yes,shell programming,excellent,poor,Management,cloud computing,Sales and Marketing,yes,Management,smart worker,no,no,Software Developer
7,6,4,7,yes,no,distro making,poor,excellent,networks,security,Testing and Maintainance Services,no,Technical,smart worker,no,yes,Software Developer
6,0,1,9,yes,no,app development,poor,excellent,parallel computing,Business process analyst,product development,yes,Technical,hard worker,yes,no,Software Developer
5,2,7,7,no,no,hadoop,medium,poor,hacking,security,Cloud Services,no,Technical,hard worker,no,yes,Software Developer
6,3,8,3,yes,no,hadoop,excellent,poor,Computer Architecture,security,Web Services,no,Technical,smart worker,yes,no,Software Developer
3,1,7,5,yes,yes,app development,poor,excellent,programming,system developer,Product based,no,Management,smart worker,yes,yes,Software Developer
7,3,2,9,yes,no,distro making,poor,excellent,cloud computing domain,cloud computing,product development,no,Management,hard worker,yes,yes,Software Developer
5,6,8,7,no,no,full stack,poor,medium,Computer Architecture,system developer,Product based,no,Management,smart worker,yes,yes,Software Developer
4,4,5,2,yes,no,python,excellent,poor,networks,Business process analyst,Product based,yes,Technical,smart worker,no,yes,Software Developer
1,6,1,7,yes,yes,python,medium,excellent,parallel computing,system developer,Testing and Maintainance Services,no,Technical,hard worker,no,yes,Software Developer
4,2,9,4,no,yes,information security,medium,excellent,IOT,Business process analyst,product development,no,Management,hard worker,no,no,Software Developer
3,1,7,7,yes,yes,information security,excellent,excellent,programming,system developer,Service Based,no,Technical,hard worker,no,no,Software Developer
5,6,2,5,yes,yes,app development,excellent,poor,hacking,system developer,BPA,yes,Management,hard worker,yes,yes,Software Developer
4,1,7,2,yes,no,app development,poor,excellent,data engineering,system developer,Product based,yes,Technical,hard worker,yes,yes,Software Developer
4,5,6,8,yes,yes,distro making,poor,medium,cloud computing domain,security,Web Services,yes,Technical,smart worker,no,no,Software Developer
1,1,7,9,no,no,app development,poor,excellent,IOT,testing,Sales and Marketing,no,Technical,smart worker,no,no,Software Developer
7,5,2,6,yes,no,app development,excellent,medium,Computer Architecture,Business process analyst,BPA,yes,Technical,hard worker,yes,no,Software Developer
6,3,4,7,no,yes,app development,excellent,poor,networks,system developer,Web Services,yes,Technical,hard worker,yes,yes,Software Developer
1,3,3,9,no,yes,hadoop,medium,poor,networks,security,BPA,no,Management,hard worker,no,yes,Software Developer
3,2,6,4,no,no,full stack,poor,poor,Software Engineering,developer,Finance,yes,Management,hard worker,no,no,Software Developer
1,6,2,8,no,yes,hadoop,medium,medium,programming,developer,Service Based,no,Technical,smart worker,no,no,Software Developer
1,1,4,3,no,yes,python,poor,medium,data engineering,developer,Web Services,yes,Technical,hard worker,no,no,Software Developer
9,5,5,2,no,no,information security,poor,excellent,data engineering,system developer,Product based,yes,Management,smart worker,no,yes,Software Developer
5,3,1,3,no,yes,python,excellent,excellent,programming,developer,Service Based,no,Management,hard worker,no,yes,Software Developer
9,6,4,5,no,no,information security,medium,poor,hacking,system developer,BPA,no,Management,hard worker,yes,no,Software Developer
2,1,5,6,no,yes,full stack,poor,poor,Management,system developer,Testing and Maintainance Services,no,Technical,hard worker,yes,no,Software Developer
1,6,9,8,yes,no,app development,poor,excellent,IOT,Business process analyst,product development,yes,Management,smart worker,no,no,Software Developer
3,0,3,9,no,no,information security,medium,excellent,data engineering,Business process analyst,Cloud Services,yes,Technical,smart worker,no,yes,Software Developer
9,5,7,9,yes,no,machine learning,poor,poor,IOT,testing,Web Services,yes,Management,hard worker,no,yes,Software Developer
1,6,9,3,yes,no,python,medium,excellent,Management,developer,product development,yes,Technical,hard worker,yes,yes,Software Developer
4,6,9,8,no,yes,full stack,medium,excellent,Management,system developer,Product based,no,Technical,hard worker,yes,no,Software Developer
3,5,2,4,yes,yes,r programming,poor,medium,Computer Architecture,cloud computing,Web Services,yes,Technical,smart worker,yes,no,Software Developer
6,2,6,1,yes,yes,r programming,excellent,poor,networks,developer,SAaS services,no,Technical,smart worker,yes,yes,Software Developer
1,5,2,2,no,yes,distro making,poor,excellent,cloud computing domain,testing,Cloud Services,yes,Technical,hard worker,yes,yes,Software Developer
9,1,2,5,no,no,shell programming,medium,poor,IOT,developer,Finance,no,Management,smart worker,yes,yes,Software Developer
7,2,4,7,yes,yes,hadoop,excellent,medium,cloud computing domain,developer,BPA,yes,Management,hard worker,no,yes,Software Developer
6,3,8,8,yes,no,distro making,excellent,poor,Computer Architecture,cloud computing,product development,no,Management,smart worker,yes,no,Software Developer
4,1,3,4,no,yes,r programming,medium,excellent,Management,testing,product development,yes,Technical,hard worker,yes,no,Software Developer
7,6,5,1,yes,yes,r programming,medium,medium,cloud computing domain,testing,Product based,no,Technical,smart worker,no,yes,Software Developer
5,5,6,8,no,yes,machine learning,poor,excellent,Computer Architecture,system developer,Sales and Marketing,no,Technical,smart worker,yes,no,Software Developer
7,5,9,9,no,yes,shell programming,medium,medium,networks,security,Testing and Maintainance Services,yes,Management,hard worker,no,yes,Software Developer
7,2,5,4,no,no,python,excellent,poor,IOT,system developer,Cloud Services,no,Technical,smart worker,yes,no,Software Developer
7,0,6,8,no,no,full stack,poor,poor,hacking,security,Finance,yes,Technical,smart worker,no,no,Software Developer
9,2,9,3,yes,no,shell programming,poor,poor,Computer Architecture,security,Cloud Services,no,Management,smart worker,no,yes,Software Developer
7,2,2,8,no,yes,shell programming,medium,medium,data engineering,Business process analyst,BPA,yes,Technical,smart worker,yes,no,Software Developer
9,6,2,6,no,yes,machine learning,medium,medium,Management,testing,Service Based,yes,Management,hard worker,yes,no,Software Developer
8,1,5,9,yes,yes,machine learning,excellent,excellent,parallel computing,Business process analyst,Cloud Services,no,Management,smart worker,yes,yes,Software Developer
2,5,1,1,no,no,python,medium,medium,data engineering,Business process analyst,product development,yes,Management,smart worker,no,no,Software Developer
2,3,3,8,no,no,app development,medium,excellent,cloud computing domain,Business process analyst,Testing and Maintainance Services,yes,Technical,smart worker,no,yes,Software Developer
2,2,3,6,yes,no,app development,medium,medium,programming,developer,product development,no,Technical,hard worker,no,no,Software Developer
6,4,6,9,yes,no,full stack,medium,excellent,parallel computing,cloud computing,Finance,no,Technical,smart worker,yes,no,Software Developer
6,2,1,7,yes,yes,shell programming,medium,poor,cloud computing domain,system developer,Sales and Marketing,yes,Technical,hard worker,yes,yes,Software Developer
6,0,4,5,no,yes,python,medium,poor,cloud computing domain,Business process analyst,Service Based,no,Management,smart worker,yes,yes,Software Developer
1,3,9,3,yes,no,python,medium,medium,Management,system developer,Product based,yes,Management,smart worker,yes,yes,Software Developer
6,0,4,2,no,no,information security,medium,excellent,Management,testing,Service Based,no,Technical,hard worker,yes,no,Software Developer
9,6,4,2,no,no,shell programming,medium,excellent,hacking,security,Service Based,yes,Management,smart worker,yes,no,Software Developer
9,6,4,9,no,yes,machine learning,medium,medium,Management,developer,Web Services,no,Management,hard worker,yes,no,Software Developer
4,2,6,8,yes,no,information security,poor,excellent,Software Engineering,testing,Testing and Maintainance Services,no,Management,smart worker,no,yes,Software Developer
5,5,7,5,no,yes,r programming,medium,poor,data engineering,system developer,Sales and Marketing,yes,Management,smart worker,no,no,Software Developer
5,2,7,3,yes,no,hadoop,excellent,excellent,data engineering,developer,Sales and Marketing,no,Management,smart worker,no,no,Software Developer
8,3,4,8,no,yes,app development,medium,poor,Computer Architecture,system developer,SAaS services,no,Management,smart worker,yes,no,Software Developer
6,5,2,2,no,no,full stack,medium,poor,hacking,testing,product development,yes,Management,smart worker,yes,no,Software Developer
5,0,4,1,no,no,hadoop,excellent,poor,cloud computing domain,Business process analyst,product development,yes,Technical,hard worker,no,yes,Software Developer
9,5,3,1,no,no,full stack,excellent,medium,IOT,testing,BPA,no,Management,smart worker,no,yes,Software Developer
8,1,3,7,yes,yes,shell programming,excellent,excellent,Management,system developer,Web Services,no,Management,hard worker,no,no,Software Developer
2,3,2,1,yes,no,app development,medium,poor,data engineering,Business process analyst,BPA,yes,Technical,smart worker,yes,no,Software Developer
1,6,8,7,yes,yes,r programming,poor,excellent,networks,Business process analyst,SAaS services,yes,Technical,hard worker,no,yes,Software Developer
6,0,1,2,yes,no,distro making,poor,medium,Software Engineering,Business process analyst,Service Based,no,Management,smart worker,yes,no,Software Developer
1,3,3,7,yes,no,machine learning,medium,excellent,programming,developer,Web Services,no,Technical,hard worker,yes,yes,Software Developer
6,1,9,4,yes,no,app development,poor,medium,networks,Business process analyst,Product based,yes,Management,hard worker,yes,no,Software Developer
1,5,7,1,no,yes,app development,poor,poor,networks,cloud computing,SAaS services,no,Technical,hard worker,yes,yes,Software Developer
6,6,6,7,no,yes,full stack,excellent,poor,programming,cloud computing,product development,yes,Management,smart worker,no,yes,Software Developer
3,3,1,6,yes,no,app development,poor,medium,cloud computing domain,cloud computing,SAaS services,yes,Management,smart worker,no,yes,Software Developer
